gene,oe_lof,oe_lof_lower,oe_lof_upper,oe_lof_upper_rank,pLI
PRPF18,0.46668,0.28,0.814,8430.0,0.00026823
PRSS16,0.52871,0.353,0.814,8431.0,4.0615e-07
COL9A1,0.62516,0.485,0.814,8432.0,3.0742e-19
PARP9,0.55478,0.386,0.814,8433.0,4.998e-09
PIP5K1B,0.53566,0.362,0.814,8434.0,1.368e-07
KCTD17,0.38731,0.201,0.814,8435.0,0.017683
CRY1,0.56002,0.393,0.814,8436.0,1.662e-09
KCNQ1,0.54257,0.37,0.814,8437.0,4.5453e-08
DAW1,0.50217,0.321,0.814,8438.0,1.0715e-05
RAVER2,0.54866,0.378,0.814,8439.0,1.5171e-08
ACAD9,0.54276,0.37,0.814,8440.0,4.5256e-08
COPG2,0.41281,0.225,0.815,8441.0,0.0063266
UBE2D1,0.31516,0.143,0.815,8442.0,0.11989
IL12A,0.3562,0.174,0.815,8443.0,0.04746
ATP12A,0.59785,0.444,0.815,8444.0,7.1254e-14
WDR35,0.63939,0.505,0.815,8445.0,1.0461999999999999e-22
RBM28,0.58378,0.424,0.815,8446.0,6.2318e-12
ALPK2,0.63542,0.499,0.815,8447.0,1.0375999999999998e-21
FKBP9,0.50285,0.321,0.815,8448.0,1.0584e-05
PLCD3,0.53673,0.362,0.815,8449.0,1.3373e-07
COX7B,0.0,0.0,0.815,8450.0,0.67459
ST6GALNAC6,0.4339,0.246,0.815,8451.0,0.0022236
AMN,0.46738,0.281,0.816,8452.0,0.00026529
ENTPD6,0.52203,0.344,0.816,8453.0,1.1814e-06
GPR34,0.25934,0.105,0.816,8454.0,0.26387
COLEC11,0.38797,0.202,0.816,8455.0,0.017539
RABGGTA,0.57122,0.407,0.816,8456.0,1.7504e-10
CTNNAL1,0.57152,0.407,0.816,8457.0,1.737e-10
GRK1,0.49322,0.309,0.816,8458.0,3.0677e-05
IGFBP2,0.3159,0.143,0.816,8459.0,0.11898
ATAT1,0.53729,0.363,0.816,8460.0,1.3216e-07
KATNAL2,0.52215,0.344,0.816,8461.0,1.1784e-06
IRGC,0.35655,0.175,0.816,8462.0,0.047269
PFDN4,0.17207,0.06,0.816,8463.0,0.47588
DBT,0.50346,0.322,0.816,8464.0,1.0467e-05
ZNF408,0.52212,0.344,0.816,8465.0,1.1792e-06
BDKRB2,0.31618,0.143,0.817,8466.0,0.11863
CYP17A1,0.46804,0.281,0.817,8467.0,0.00026255
PCDHGA10,0.52241,0.344,0.817,8468.0,1.1725e-06
RWDD4,0.38838,0.202,0.817,8469.0,0.017447
DDX31,0.58862,0.43,0.817,8470.0,1.9816e-12
CD63,0.38842,0.202,0.817,8471.0,0.017439
VSIG10,0.51379,0.334,0.817,8472.0,3.4841e-06
SYPL1,0.35756,0.175,0.818,8473.0,0.046723
GREM1,0.17253,0.06,0.818,8474.0,0.47436
CAMK1,0.49426,0.31,0.818,8475.0,3.0134e-05
VPS16,0.6093,0.459,0.818,8476.0,2.2652e-15
FDXR,0.52344,0.345,0.818,8477.0,1.1493e-06
ZNF565,0.50507,0.323,0.818,8478.0,1.0169e-05
IFT140,0.64444,0.511,0.818,8479.0,9.914e-24
TXNDC11,0.57279,0.408,0.818,8480.0,1.6814e-10
NEK2,0.52335,0.345,0.818,8481.0,1.1514e-06
SPINT1,0.50504,0.323,0.818,8482.0,1.0175e-05
CYP21A2,0.4687,0.282,0.818,8483.0,0.00025989
PLOD3,0.59411,0.437,0.819,8484.0,6.1305e-13
GPR179,0.65535,0.528,0.819,8485.0,3.2280000000000002e-27
C19orf43,0.17278,0.06,0.819,8486.0,0.47353
MSX2,0.26029,0.105,0.819,8487.0,0.26173
CBWD2,0.41518,0.226,0.819,8488.0,0.0061291
AMICA1,0.45402,0.265,0.819,8489.0,0.000747
HSD11B2,0.31689,0.143,0.819,8490.0,0.11777
TMX1,0.4541,0.266,0.819,8491.0,0.00074607
ZBTB32,0.46905,0.282,0.819,8492.0,0.00025845
ABCG4,0.53193,0.355,0.819,8493.0,3.8043e-07
NPR3,0.50567,0.323,0.819,8494.0,1.006e-05
GFOD2,0.35774,0.175,0.819,8495.0,0.046624
CERCAM,0.52367,0.345,0.819,8496.0,1.1441e-06
TTI1,0.56973,0.403,0.82,8497.0,4.8982e-10
FAIM2,0.48345,0.297,0.82,8498.0,8.7012e-05
CCDC101,0.43664,0.247,0.82,8499.0,0.002139
ENOPH1,0.41526,0.226,0.82,8500.0,0.0061227
WNT7B,0.45458,0.266,0.82,8501.0,0.00074076
GABARAP,0.26049,0.105,0.82,8502.0,0.26129
PPIP5K2,0.63558,0.497,0.82,8503.0,8.5759e-21
TANGO6,0.60174,0.447,0.82,8504.0,6.3244e-14
DCAF17,0.53278,0.355,0.82,8505.0,3.74e-07
LCLAT1,0.4698,0.282,0.82,8506.0,0.00025546
DGKG,0.59474,0.437,0.82,8507.0,6.0186e-13
AGFG2,0.47021,0.282,0.821,8508.0,0.00025383
DSG4,0.59535,0.438,0.821,8509.0,5.9129e-13
ISPD,0.47073,0.283,0.821,8510.0,0.00025176
ASPH,0.60806,0.456,0.821,8511.0,6.6268e-15
ZNF585B,0.5335,0.356,0.821,8512.0,3.6865e-07
BEX4,0.0,0.0,0.821,8513.0,0.67195
SLC16A1,0.45505,0.266,0.821,8514.0,0.00073565
NMD3,0.5473,0.374,0.821,8515.0,4.1006e-08
THOC7,0.41577,0.227,0.821,8516.0,0.0060818
VWA9,0.50695,0.324,0.821,8517.0,9.833e-06
GNPTAB,0.62869,0.486,0.821,8518.0,7.682400000000001e-19
TMEM161A,0.52548,0.346,0.821,8519.0,1.1047e-06
PCNT,0.70457,0.606,0.821,8520.0,4.0172e-58
RBM12,0.43766,0.248,0.822,8521.0,0.0021086
TLX3,0.2611,0.106,0.822,8522.0,0.25993
DNAJC1,0.55467,0.382,0.822,8523.0,1.3254e-08
IFNG,0.17338,0.061,0.822,8524.0,0.47156
PLEKHA4,0.5921,0.433,0.822,8525.0,1.7952e-12
CHRNA4,0.48455,0.298,0.822,8526.0,8.5474e-05
CHRNB2,0.45561,0.266,0.822,8527.0,0.00072964
RNF150,0.45554,0.266,0.822,8528.0,0.00073035
H2AFV,0.17346,0.061,0.822,8529.0,0.4713
MFSD6,0.51693,0.336,0.822,8530.0,3.2855e-06
SLC38A7,0.49657,0.312,0.822,8531.0,2.8965e-05
EIF3K,0.43789,0.248,0.822,8532.0,0.0021017
UBOX5,0.45638,0.267,0.823,8533.0,0.00072138
AREG,0.17367,0.061,0.823,8534.0,0.47061
GALNTL6,0.56105,0.39,0.823,8535.0,4.3214e-09
ARVCF,0.58079,0.417,0.823,8536.0,5.0422e-11
RASGEF1C,0.50826,0.325,0.823,8537.0,9.6077e-06
GIF,0.47142,0.283,0.823,8538.0,0.00024911
PGRMC1,0.0,0.0,0.823,8539.0,0.6711
C16orf52,0.2614,0.106,0.823,8540.0,0.25928
SELT,0.31896,0.144,0.824,8541.0,0.11531
SGCD,0.4389,0.249,0.824,8542.0,0.0020725
MFHAS1,0.56186,0.391,0.824,8543.0,4.2417e-09
TMED9,0.41738,0.228,0.824,8544.0,0.0059542
PDE4DIP,0.68045,0.564,0.824,8545.0,2.6099e-37
RAB15,0.4173,0.227,0.824,8546.0,0.0059597
SLC12A1,0.62128,0.473,0.824,8547.0,6.6809e-17
TRAK2,0.60718,0.453,0.824,8548.0,1.9123e-14
CD247,0.39174,0.204,0.824,8549.0,0.016734
STRA6,0.57712,0.411,0.824,8550.0,1.5068e-10
WDR77,0.47239,0.284,0.824,8551.0,0.0002454
CEP152,0.65919,0.531,0.824,8552.0,2.6574e-27
CYP7A1,0.47247,0.284,0.824,8553.0,0.00024507
LIPF,0.45642,0.267,0.824,8554.0,0.00072091
TMEM256-PLSCR3,0.41748,0.228,0.824,8555.0,0.0059458
SLC25A33,0.41778,0.228,0.825,8556.0,0.0059223
CACNG4,0.39238,0.204,0.825,8557.0,0.016603
ALDH3A2,0.50946,0.325,0.825,8558.0,9.4055e-06
HEATR3,0.5358,0.357,0.825,8559.0,3.5205e-07
NOL8,0.60177,0.445,0.825,8560.0,1.7627e-13
TFIP11,0.59481,0.435,0.825,8561.0,1.6636e-12
ANKRD18B,0.57752,0.412,0.825,8562.0,1.492e-10
FAM133B,0.45703,0.267,0.825,8563.0,0.00071452
GMNN,0.31932,0.144,0.825,8564.0,0.1149
TRNAU1AP,0.47276,0.284,0.825,8565.0,0.00024398
ETFB,0.3926,0.204,0.825,8566.0,0.016558
NCK1,0.43898,0.249,0.825,8567.0,0.0020702
SDHB,0.47277,0.284,0.825,8568.0,0.00024397
PEX16,0.48641,0.299,0.825,8569.0,8.2934e-05
KBTBD8,0.50909,0.325,0.825,8570.0,9.4672e-06
SLC6A12,0.5561,0.383,0.825,8571.0,1.2837e-08
TMC7,0.57274,0.405,0.825,8572.0,4.5498e-10
HBG2,0.0,0.0,0.826,8573.0,0.66982
BCL2L2,0.17414,0.061,0.826,8574.0,0.46908
CHPT1,0.47315,0.284,0.826,8575.0,0.00024252
RINT1,0.59919,0.441,0.826,8576.0,5.293e-13
TLDC2,0.39281,0.204,0.826,8577.0,0.016515
GSX2,0.26243,0.106,0.826,8578.0,0.25702
LMBR1,0.55704,0.384,0.826,8579.0,1.2575e-08
PAICS,0.49877,0.313,0.826,8580.0,2.7905e-05
GLTP,0.31945,0.144,0.826,8581.0,0.11475
KRT85,0.51976,0.337,0.826,8582.0,3.1183e-06
ATP5G3,0.26234,0.106,0.826,8583.0,0.25722
EMILIN3,0.51047,0.326,0.827,8584.0,9.24e-06
AP4B1,0.56921,0.399,0.827,8585.0,1.335e-09
POU2F3,0.52914,0.348,0.827,8586.0,1.0299e-06
ID2,0.0,0.0,0.827,8587.0,0.66939
RP11-302B13.5,0.26264,0.106,0.827,8588.0,0.25656
WNT6,0.39323,0.205,0.827,8589.0,0.016431
SRPRB,0.41897,0.228,0.827,8590.0,0.0058306
JOSD1,0.36161,0.177,0.827,8591.0,0.044609
TPM2,0.47398,0.285,0.827,8592.0,0.00023947
ATAD3A,0.5635,0.392,0.827,8593.0,4.0861e-09
SNX14,0.62404,0.476,0.827,8594.0,6.0711e-17
CPT1B,0.58788,0.425,0.827,8595.0,1.5291e-11
SLC16A7,0.41916,0.229,0.827,8596.0,0.0058162
ZNF775,0.45839,0.268,0.827,8597.0,0.00070042
KIF16B,0.63504,0.492,0.827,8598.0,2.1000000000000001e-19
PUS7,0.56887,0.399,0.827,8599.0,1.3457e-09
LILRB3,0.51993,0.338,0.827,8600.0,3.1087e-06
NECAB3,0.49962,0.313,0.827,8601.0,2.751e-05
AASDH,0.60375,0.446,0.828,8602.0,1.6629e-13
DTHD1,0.53758,0.359,0.828,8603.0,3.3986e-07
ASIC3,0.53745,0.359,0.828,8604.0,3.4071e-07
C17orf47,0.50014,0.314,0.828,8605.0,2.7268e-05
SCN11A,0.65875,0.527,0.828,8606.0,6.9339e-26
SRR,0.41942,0.229,0.828,8607.0,0.0057964
CSRP2BP,0.56949,0.4,0.828,8608.0,1.326e-09
UFSP2,0.52083,0.338,0.828,8609.0,3.0583e-06
KNTC1,0.69284,0.582,0.828,8610.0,5.3346e-43
C15orf26,0.39371,0.205,0.828,8611.0,0.016334
LDLRAD3,0.39432,0.205,0.829,8612.0,0.016213
APEH,0.60117,0.442,0.829,8613.0,5.0018e-13
CNTROB,0.62253,0.473,0.829,8614.0,1.8222e-16
CRB1,0.62006,0.469,0.829,8615.0,5.6266e-16
DNAJB4,0.39425,0.205,0.829,8616.0,0.016227
KCNJ15,0.32085,0.145,0.829,8617.0,0.11313
BANK1,0.59336,0.431,0.829,8618.0,4.7905e-12
FAM13A,0.63273,0.487,0.829,8619.0,1.8976e-18
TUT1,0.5848,0.42,0.829,8620.0,4.5457e-11
ANKRD54,0.44126,0.25,0.829,8621.0,0.002006
TLX2,0.26346,0.107,0.829,8622.0,0.2548
GPR21,0.32115,0.145,0.83,8623.0,0.1128
TMEM66,0.44194,0.25,0.83,8624.0,0.0019871
LRRC39,0.47536,0.286,0.83,8625.0,0.00023447
ALG8,0.55991,0.386,0.83,8626.0,1.1804e-08
CCDC8,0.26386,0.107,0.83,8627.0,0.25395
MPPED1,0.44212,0.25,0.83,8628.0,0.0019823
C2CD4C,0.17505,0.061,0.83,8629.0,0.46612
MSANTD3,0.39494,0.205,0.83,8630.0,0.016091
CSNK2B-LY6G5B-1181,0.42072,0.229,0.83,8631.0,0.0056992
MAN1B1,0.55988,0.386,0.83,8632.0,1.1812e-08
COX11,0.39495,0.205,0.83,8633.0,0.016088
PRRG4,0.32118,0.145,0.83,8634.0,0.11277
MIEF2,0.39518,0.206,0.831,8635.0,0.016043
CLU,0.49018,0.301,0.831,8636.0,7.8072e-05
ECEL1,0.60267,0.443,0.831,8637.0,4.7923e-13
TMEM117,0.5226,0.339,0.831,8638.0,2.9608e-06
GLS2,0.5823,0.415,0.831,8639.0,1.3239e-10
KCNK4,0.42103,0.23,0.831,8640.0,0.005677
FBXL12,0.36303,0.178,0.831,8641.0,0.043901
SERP2,0.0,0.0,0.831,8642.0,0.6681
SHOX2,0.3951,0.205,0.831,8643.0,0.016059
CDR2L,0.44284,0.251,0.832,8644.0,0.0019629
COL26A1,0.52323,0.34,0.832,8645.0,2.9274e-06
LIX1,0.4429,0.251,0.832,8646.0,0.0019611
HIBADH,0.42166,0.23,0.832,8647.0,0.0056303
DENND6B,0.56686,0.394,0.832,8648.0,3.7856e-09
COPRS,0.26428,0.107,0.832,8649.0,0.25305
YPEL5,0.17548,0.061,0.832,8650.0,0.46474
RPLP2,0.0,0.0,0.832,8651.0,0.66744
SPTLC3,0.54019,0.36,0.832,8652.0,3.2277e-07
LEP,0.17543,0.061,0.832,8653.0,0.46491
C2orf78,0.53195,0.35,0.832,8654.0,9.7632e-07
OVCH1-AS1,0.17542,0.061,0.832,8655.0,0.46492
SLC35F5,0.55467,0.379,0.832,8656.0,3.5033e-08
TAF11,0.32184,0.146,0.832,8657.0,0.11202
KIFC2,0.59169,0.428,0.832,8658.0,1.3832e-11
IL4R,0.47659,0.286,0.832,8659.0,0.00023013
CDKN3,0.44349,0.251,0.833,8660.0,0.0019455
IL18R1,0.51441,0.329,0.833,8661.0,8.625e-06
GPR65,0.32239,0.146,0.833,8662.0,0.1114
TSNARE1,0.53269,0.351,0.833,8663.0,9.6275e-07
SLC1A1,0.51399,0.328,0.833,8664.0,8.6876e-06
SYF2,0.42189,0.23,0.833,8665.0,0.0056136
ESCO2,0.54121,0.361,0.833,8666.0,3.1642e-07
ATP2A1,0.61431,0.459,0.833,8667.0,1.5354e-14
RAB23,0.42188,0.23,0.833,8668.0,0.0056143
ARHGAP24,0.57859,0.409,0.833,8669.0,3.9495e-10
GPLD1,0.62028,0.467,0.833,8670.0,1.5871e-15
ERLIN2,0.46181,0.27,0.833,8671.0,0.00066662
PGAP3,0.4437,0.251,0.833,8672.0,0.00194
SPG21,0.46242,0.27,0.834,8673.0,0.00066076
GPD1,0.42277,0.23,0.834,8674.0,0.0055506
PSMB6,0.39655,0.206,0.834,8675.0,0.015779
DOK5,0.47775,0.287,0.834,8676.0,0.00022609
FZD9,0.44404,0.252,0.834,8677.0,0.0019309
INPP5B,0.62336,0.471,0.834,8678.0,5.0487e-16
SNRPN,0.36451,0.179,0.834,8679.0,0.043181
TMEM63A,0.60136,0.44,0.834,8680.0,1.3865e-12
ADAMTS20,0.68963,0.573,0.834,8681.0,4.4533999999999996e-38
SLC13A3,0.53367,0.351,0.834,8682.0,9.4522e-07
MGAT4C,0.46232,0.27,0.834,8683.0,0.00066172
AKT1S1,0.32276,0.146,0.834,8684.0,0.111
UQCRC2,0.52447,0.34,0.834,8685.0,2.8623e-06
EYS,0.695,0.581,0.834,8686.0,3.7216e-41
NDUFV2,0.42241,0.23,0.834,8687.0,0.005576
TSPAN8,0.4233,0.231,0.835,8688.0,0.0055131
AARS2,0.62983,0.48,0.835,8689.0,4.9777e-17
TTC14,0.57464,0.403,0.835,8690.0,1.176e-09
LAT2,0.47868,0.288,0.835,8691.0,0.00022295
BCAM,0.56301,0.388,0.835,8692.0,1.1032e-08
IFIT2,0.26526,0.107,0.835,8693.0,0.25099
TRAPPC3,0.26533,0.107,0.835,8694.0,0.25083
SLC26A8,0.59767,0.435,0.835,8695.0,4.2638e-12
TMEM65,0.32291,0.146,0.835,8696.0,0.11083
PDLIM2,0.47921,0.288,0.836,8697.0,0.00022117
SYT5,0.44515,0.252,0.836,8698.0,0.001902
MTIF2,0.5808,0.411,0.836,8699.0,3.7464e-10
CIAPIN1,0.44509,0.252,0.836,8700.0,0.0019035
ARHGAP9,0.59043,0.424,0.836,8701.0,3.9385e-11
PCDHGA9,0.55073,0.372,0.836,8702.0,1.0018e-07
NLRP1,0.64034,0.495,0.836,8703.0,4.9693e-19
RAB12,0.36533,0.179,0.836,8704.0,0.042786
POLH,0.56983,0.397,0.836,8705.0,3.5414e-09
AC104809.3,0.60994,0.451,0.836,8706.0,1.3883e-13
RSRC1,0.4931,0.303,0.836,8707.0,7.4539e-05
MAMSTR,0.42369,0.231,0.836,8708.0,0.0054856
SLC16A6,0.44498,0.252,0.836,8709.0,0.0019063
PPHLN1,0.55746,0.381,0.836,8710.0,3.3043e-08
SNURF,0.17637,0.062,0.836,8711.0,0.4619
KDM8,0.50478,0.317,0.836,8712.0,2.5238e-05
PNMA1,0.36516,0.179,0.836,8713.0,0.042869
GSN,0.59091,0.424,0.837,8714.0,3.8905e-11
TATDN2,0.54371,0.363,0.837,8715.0,3.0137e-07
PHKB,0.6509,0.51,0.837,8716.0,1.5809999999999998e-21
CEP164,0.66885,0.538,0.837,8717.0,4.8293e-27
PARP4,0.66888,0.538,0.837,8718.0,4.8204000000000004e-27
VAT1,0.42401,0.231,0.837,8719.0,0.0054627
DNAH7,0.72765,0.633,0.837,8720.0,1.3505e-71
HLA-DQB2,0.36556,0.179,0.837,8721.0,0.042679
HHAT,0.55831,0.381,0.837,8722.0,3.246e-08
LSM7,0.17647,0.062,0.837,8723.0,0.46157
DUSP3,0.17648,0.062,0.837,8724.0,0.46156
MLYCD,0.46377,0.271,0.837,8725.0,0.00064816
SNX3,0.26607,0.108,0.837,8726.0,0.24928
ISYNA1,0.50552,0.317,0.837,8727.0,2.4934e-05
PDIA5,0.57574,0.404,0.837,8728.0,1.1464e-09
C15orf59,0.32404,0.147,0.837,8729.0,0.10959
KIAA1524,0.61068,0.451,0.837,8730.0,1.3591e-13
NPY1R,0.36571,0.179,0.837,8731.0,0.042605
LANCL3,0.36559,0.179,0.837,8732.0,0.042661
MCC,0.62583,0.473,0.837,8733.0,4.6577e-16
RNF180,0.52644,0.342,0.837,8734.0,2.7621e-06
SPG20,0.54451,0.363,0.838,8735.0,2.967e-07
SLCO4C1,0.565,0.39,0.838,8736.0,1.0568e-08
TEP1,0.7085,0.601,0.838,8737.0,4.383e-49
KRT13,0.46455,0.272,0.838,8738.0,0.00064096
RTFDC1,0.46435,0.272,0.838,8739.0,0.00064279
QSOX2,0.55159,0.372,0.838,8740.0,9.8463e-08
DCTPP1,0.17669,0.062,0.838,8741.0,0.46087
CDC20,0.54394,0.363,0.838,8742.0,3.0001e-07
MCM10,0.62122,0.466,0.838,8743.0,4.3797e-15
NEU1,0.49404,0.304,0.838,8744.0,7.3441e-05
ENAM,0.60371,0.442,0.838,8745.0,1.2999e-12
LALBA,0.17688,0.062,0.838,8746.0,0.4603
RAB40C,0.39868,0.207,0.838,8747.0,0.01538
ABCA5,0.66905,0.538,0.838,8748.0,4.7803e-27
EEF1D,0.53632,0.353,0.838,8749.0,8.9931e-07
MRE11A,0.60473,0.442,0.839,8750.0,1.264e-12
BOD1,0.26644,0.108,0.839,8751.0,0.24853
IMPAD1,0.39918,0.208,0.839,8752.0,0.015288
PRDM5,0.58247,0.412,0.839,8753.0,3.6003e-10
ERCC6-PGBD3,0.52798,0.343,0.839,8754.0,2.6873e-06
ACCS,0.53638,0.353,0.839,8755.0,8.9836e-07
NARG2,0.6116,0.452,0.839,8756.0,1.3236e-13
CEP128,0.65769,0.52,0.839,8757.0,4.7156999999999997e-23
CWF19L2,0.60076,0.437,0.839,8758.0,3.9267e-12
ZNF350,0.46476,0.272,0.839,8759.0,0.000639
CDC42BPG,0.6674,0.534,0.839,8760.0,4.5623e-26
GGN,0.44692,0.253,0.839,8761.0,0.0018569
CARS2,0.55289,0.373,0.84,8762.0,9.5929e-08
GUCY1A3,0.56013,0.382,0.84,8763.0,3.1253e-08
PLAUR,0.42583,0.232,0.84,8764.0,0.0053378
TM7SF3,0.55307,0.373,0.84,8765.0,9.558e-08
VEGFA,0.50762,0.319,0.84,8766.0,2.4085e-05
VPS41,0.63864,0.49,0.84,8767.0,4.4224e-18
C1orf43,0.44735,0.253,0.84,8768.0,0.0018462
GIN1,0.50745,0.318,0.84,8769.0,2.4151e-05
MMP11,0.50752,0.318,0.84,8770.0,2.4125e-05
GDF10,0.42568,0.232,0.84,8771.0,0.0053478
MGAM,0.69065,0.57,0.84,8772.0,1.0382000000000001e-35
NUP43,0.50749,0.318,0.84,8773.0,2.4136e-05
MGME1,0.44732,0.253,0.84,8774.0,0.001847
TARS2,0.60607,0.443,0.841,8775.0,1.2185e-12
VSTM2L,0.26736,0.108,0.841,8776.0,0.24663
PER3,0.63671,0.487,0.841,8777.0,1.3661e-17
FAM184B,0.63158,0.48,0.841,8778.0,1.3466e-16
ARMCX3,0.17735,0.062,0.841,8779.0,0.45882
TARBP1,0.66087,0.523,0.841,8780.0,1.3937e-23
FBXO6,0.39992,0.208,0.841,8781.0,0.015153
MPP2,0.54612,0.364,0.841,8782.0,2.876e-07
EBI3,0.32554,0.147,0.841,8783.0,0.10797
PI4K2A,0.53783,0.354,0.841,8784.0,8.744e-07
LAMC3,0.66125,0.524,0.841,8785.0,1.3704e-23
RFTN2,0.51936,0.332,0.841,8786.0,7.921e-06
MUC5AC,0.56762,0.391,0.842,8787.0,9.9887e-09
ZCCHC17,0.4266,0.233,0.842,8788.0,0.0052857
TMEM33,0.42653,0.233,0.842,8789.0,0.0052903
BBS9,0.63475,0.484,0.842,8790.0,4.2117e-17
EFCAB5,0.66037,0.522,0.842,8791.0,4.1975e-23
STXBP2,0.56139,0.383,0.842,8792.0,3.0444e-08
DERL1,0.48225,0.29,0.842,8793.0,0.00021136
C6orf132,0.53864,0.355,0.842,8794.0,8.6145e-07
CABLES2,0.48276,0.29,0.842,8795.0,0.00020975
FKTN,0.53837,0.355,0.842,8796.0,8.6576e-07
POR,0.58462,0.414,0.842,8797.0,3.4212e-10
FOXH1,0.36797,0.18,0.842,8798.0,0.041555
LARP7,0.55425,0.374,0.842,8799.0,9.3352e-08
PIK3IP1,0.4004,0.208,0.842,8800.0,0.015067
PUS7L,0.53013,0.344,0.843,8801.0,2.5859e-06
C11orf68,0.26786,0.109,0.843,8802.0,0.24562
ZIM2,0.44878,0.254,0.843,8803.0,0.001811
SLC45A3,0.4269,0.233,0.843,8804.0,0.0052658
TROAP,0.59505,0.427,0.843,8805.0,3.5061e-11
WISP3,0.46696,0.273,0.843,8806.0,0.00061942
PRKAB1,0.42702,0.233,0.843,8807.0,0.0052573
UFL1,0.60754,0.444,0.843,8808.0,1.1708e-12
B3GALNT2,0.5473,0.365,0.843,8809.0,2.8116e-07
JAM3,0.46737,0.273,0.843,8810.0,0.0006158
FAM104A,0.26772,0.108,0.843,8811.0,0.24589
KRT6A,0.49681,0.305,0.843,8812.0,7.0326e-05
ADSSL1,0.54723,0.365,0.843,8813.0,2.8155e-07
MYO5C,0.69551,0.576,0.844,8814.0,7.8146e-37
CUTC,0.46796,0.274,0.844,8815.0,0.0006107
RP11-192H23.4,0.49751,0.306,0.844,8816.0,6.9568e-05
LIAS,0.51006,0.32,0.844,8817.0,2.3146e-05
KIAA0930,0.4973,0.306,0.844,8818.0,6.9792e-05
NIPAL3,0.4975,0.306,0.844,8819.0,6.9573e-05
FHL3,0.45012,0.255,0.845,8820.0,0.0017791
FES,0.62589,0.469,0.845,8821.0,3.7916e-15
CCDC40,0.63767,0.486,0.845,8822.0,3.8155e-17
STRA8,0.46821,0.274,0.845,8823.0,0.00060861
TMEM19,0.42787,0.233,0.845,8824.0,0.0052014
NR2C2AP,0.26855,0.109,0.845,8825.0,0.24422
URB2,0.64001,0.49,0.845,8826.0,1.2188e-17
C9orf84,0.65994,0.519,0.846,8827.0,3.7079e-22
CCDC102A,0.49877,0.307,0.846,8828.0,6.8219e-05
SLC9B2,0.52196,0.333,0.846,8829.0,7.5781e-06
KRT14,0.48494,0.291,0.846,8830.0,0.00020311
PDXDC1,0.60549,0.44,0.846,8831.0,3.4641e-12
ETV4,0.56427,0.385,0.846,8832.0,2.8688e-08
FXYD1,0.26868,0.109,0.846,8833.0,0.24395
ANKLE2,0.59338,0.423,0.847,8834.0,1.0099e-10
NUGGC,0.60634,0.441,0.847,8835.0,3.387e-12
TMEM59L,0.46922,0.274,0.847,8836.0,0.0006
VSIG8,0.48534,0.292,0.847,8837.0,0.00020192
TADA2A,0.57136,0.394,0.847,8838.0,9.2222e-09
BTNL3,0.46964,0.275,0.847,8839.0,0.00059654
DDX53,0.0,0.0,0.847,8840.0,0.66167
SPATA2L,0.37018,0.181,0.847,8841.0,0.040562
SMYD2,0.53289,0.346,0.847,8842.0,2.4631e-06
TTC6,0.67247,0.537,0.847,8843.0,1.0591e-25
VPS72,0.48528,0.292,0.847,8844.0,0.00020208
PRRT4,0.46967,0.275,0.847,8845.0,0.00059626
TLR6,0.51179,0.321,0.847,8846.0,2.2508e-05
RGS9,0.62459,0.466,0.847,8847.0,1.1251e-14
MTL5,0.51243,0.322,0.848,8848.0,2.2276e-05
LRRC37A3,0.58898,0.417,0.848,8849.0,3.0883e-10
FRRS1,0.57776,0.402,0.848,8850.0,2.9703e-09
GTF2F2,0.4858,0.292,0.848,8851.0,0.00020055
DDB2,0.52339,0.334,0.848,8852.0,7.397e-06
PTGDS,0.42956,0.234,0.848,8853.0,0.0050922
MECR,0.51227,0.321,0.848,8854.0,2.2332e-05
TNFRSF10B,0.48623,0.292,0.848,8855.0,0.00019928
HOXD8,0.32797,0.148,0.848,8856.0,0.10544
IQGAP3,0.69194,0.567,0.848,8857.0,2.3959e-33
JRKL,0.48587,0.292,0.848,8858.0,0.00020034
MYO7A,0.70184,0.583,0.848,8859.0,1.6097e-38
PTAFR,0.26949,0.109,0.848,8860.0,0.24232
UBE2C,0.32827,0.149,0.848,8861.0,0.10513
OLIG1,0.0,0.0,0.849,8862.0,0.66074
MFAP5,0.43004,0.234,0.849,8863.0,0.0050619
CCDC12,0.37116,0.182,0.849,8864.0,0.040132
CDHR2,0.65455,0.509,0.849,8865.0,3.4271000000000003e-20
CCSAP,0.32844,0.149,0.849,8866.0,0.10496
CDC26,0.0,0.0,0.85,8867.0,0.66035
FKBP10,0.53478,0.347,0.85,8868.0,2.3826e-06
CTNNA3,0.61255,0.448,0.85,8869.0,1.0225e-12
ZNF667,0.53485,0.347,0.85,8870.0,2.3796e-06
TMEM249,0.3288,0.149,0.85,8871.0,0.10458
PTCH2,0.63549,0.481,0.85,8872.0,3.4086e-16
FTO,0.55979,0.378,0.85,8873.0,8.364e-08
CD101,0.61616,0.453,0.85,8874.0,3.2831e-13
WDR17,0.67184,0.534,0.85,8875.0,9.654700000000001e-25
L3MBTL4,0.60001,0.431,0.85,8876.0,3.1e-11
CA3,0.45245,0.256,0.85,8877.0,0.0017251
GPR45,0.32886,0.149,0.85,8878.0,0.10453
UNG,0.45246,0.256,0.85,8879.0,0.0017247
HHIPL1,0.53514,0.347,0.851,8880.0,2.3678e-06
CPLX3,0.27053,0.11,0.851,8881.0,0.24027
LIPE,0.60526,0.437,0.851,8882.0,9.7458e-12
